Mod:Item:MetaData, Localized Name
spartanfire:rapier_jungle_venom, item.spartanfire:rapier_jungle_venom.name
spartanfire:dagger_jungle_venom, item.spartanfire:dagger_jungle_venom.name
spartanfire:spear_jungle_venom, item.spartanfire:spear_jungle_venom.name
spartanfire:pike_jungle_venom, item.spartanfire:pike_jungle_venom.name
spartanfire:lance_jungle_venom, item.spartanfire:lance_jungle_venom.name
spartanfire:halberd_jungle_venom, item.spartanfire:halberd_jungle_venom.name
spartanfire:warhammer_jungle_venom, item.spartanfire:warhammer_jungle_venom.name
spartanfire:hammer_jungle_venom, item.spartanfire:hammer_jungle_venom.name
spartanfire:throwing_axe_jungle_venom, item.spartanfire:throwing_axe_jungle_venom.name
spartanfire:throwing_knife_jungle_venom, item.spartanfire:throwing_knife_jungle_venom.name
spartanfire:longbow_jungle_venom, item.spartanfire:longbow_jungle_venom.name
spartanfire:crossbow_jungle_venom, item.spartanfire:spartanweaponry:crossbow_jungle_venom.name
spartanfire:javelin_jungle_venom, item.spartanfire:javelin_jungle_venom.name
spartanfire:battleaxe_jungle_venom, item.spartanfire:battleaxe_jungle_venom.name
spartanfire:boomerang_jungle_venom, item.spartanfire:boomerang_jungle_venom.name
spartanfire:mace_jungle_venom, item.spartanfire:mace_jungle_venom.name
spartanfire:staff_jungle_venom, item.spartanfire:staff_jungle_venom.name
spartanfire:glaive_jungle_venom, item.spartanfire:glaive_jungle_venom.name
spartanfire:katana_desert_venom, item.spartanfire:katana_desert_venom.name
spartanfire:greatsword_desert_venom, item.spartanfire:greatsword_desert_venom.name
spartanfire:longsword_desert_venom, item.spartanfire:longsword_desert_venom.name
spartanfire:saber_desert_venom, item.spartanfire:saber_desert_venom.name
spartanfire:rapier_desert_venom, item.spartanfire:rapier_desert_venom.name
spartanfire:dagger_desert_venom, item.spartanfire:dagger_desert_venom.name
spartanfire:spear_desert_venom, item.spartanfire:spear_desert_venom.name
spartanfire:pike_desert_venom, item.spartanfire:pike_desert_venom.name
spartanfire:lance_desert_venom, item.spartanfire:lance_desert_venom.name
spartanfire:halberd_desert_venom, item.spartanfire:halberd_desert_venom.name
spartanfire:warhammer_desert_venom, item.spartanfire:warhammer_desert_venom.name
spartanfire:hammer_desert_venom, item.spartanfire:hammer_desert_venom.name
spartanfire:throwing_axe_desert_venom, item.spartanfire:throwing_axe_desert_venom.name
spartanfire:throwing_knife_desert_venom, item.spartanfire:throwing_knife_desert_venom.name
spartanfire:longbow_desert_venom, item.spartanfire:longbow_desert_venom.name
spartanfire:crossbow_desert_venom, item.spartanfire:spartanweaponry:crossbow_desert_venom.name
spartanfire:javelin_desert_venom, item.spartanfire:javelin_desert_venom.name
spartanfire:battleaxe_desert_venom, item.spartanfire:battleaxe_desert_venom.name
spartanfire:boomerang_desert_venom, item.spartanfire:boomerang_desert_venom.name
spartanfire:mace_desert_venom, item.spartanfire:mace_desert_venom.name
spartanfire:staff_desert_venom, item.spartanfire:staff_desert_venom.name
spartanfire:glaive_desert_venom, item.spartanfire:glaive_desert_venom.name
spartanfire:witherbone_pole, Witherbone Pole
spartanfire:witherbone_handle, Witherbone Handle
spartanshields:shield_basic_wood, Crude Wooden Shield
spartanshields:shield_basic_stone, Stone Braced Shield
spartanshields:shield_basic_iron, Iron Plated Shield
spartanshields:shield_basic_gold, Gold Gilded Shield
spartanshields:shield_basic_diamond, Diamond Reinforced Shield
spartanshields:shield_basic_obsidian, Bulky Obsidian Shield
spartanshields:shield_tower_wood, Wooden Tower Shield
spartanshields:shield_tower_stone, Stone Tower Shield
spartanshields:shield_tower_iron, Iron Tower Shield
spartanshields:shield_tower_gold, Gold Tower Shield
spartanshields:shield_tower_diamond, Diamond Tower Shield
spartanshields:shield_tower_obsidian, Obsidian Tower Shield
spartanshields:shield_basic_bronze, Bronze Plated Shield
spartanshields:shield_tower_bronze, Bronze Tower Shield
spartanshields:shield_basic_steel, Steel Plated Shield
spartanshields:shield_tower_steel, Steel Tower Shield
spartanshields:shield_basic_copper, Copper Braced Shield
spartanshields:shield_tower_copper, Copper Tower Shield
spartanshields:shield_basic_tin, Tin Braced Shield
spartanshields:shield_tower_tin, Tin Tower Shield
spartanshields:shield_basic_silver, Silver Gilded Shield
spartanshields:shield_tower_silver, Silver Tower Shield
spartanshields:shield_basic_enderium, Enderium Strengthened Shield
spartanshields:shield_basic_invar, Invar Plated Shield
spartanshields:shield_tower_invar, Invar Tower Shield
spartanshields:shield_basic_platinum, Platinum Plated Shield
spartanshields:shield_tower_platinum, Platinum Tower Shield
spartanshields:shield_basic_electrum, Electrum Plated Shield
spartanshields:shield_tower_electrum, Electrum Tower Shield
spartanshields:shield_basic_nickel, Nickel Braced Shield
spartanshields:shield_tower_nickel, Nickel Tower Shield
spartanshields:shield_basic_lead, Lead Plated Shield
spartanshields:shield_tower_lead, Lead Tower Shield
spartanshields:shield_basic_signalum, Signalum Strengthened Shield
spartanshields:shield_basic_lumium, Radiant Lumium Shield
spartanshields:shield_botania_manasteel, Manasteel Plated Shield
spartanshields:shield_botania_terrasteel, Terrasteel Strengthened Shield
spartanshields:shield_botania_elementium, Elementium Plated Shield
spartanshields:shield_basic_constantan, Constantan Plated Shield
spartanshields:shield_tower_constantan, Constantan Tower Shield
spartanshields:shield_abyssalcraft_darkstone, Darkstone Braced Shield
spartanshields:shield_abyssalcraft_abyssalnite, Abyssalnite Plated Shield
spartanshields:shield_abyssalcraft_coralium, Coralium Plated Shield
spartanshields:shield_abyssalcraft_dreadium, Dreadium Reinforced Shield
spartanshields:shield_abyssalcraft_ethaxium, Ethaxium Strengthened Shield
spartanshields:shield_basic_soulforged_steel, Soulforged Steel Plated Shield
spartanshields:shield_tc_thaumium, Thaumium Plated Shield
spartanshields:shield_tc_void, Void Plated Shield
spartanshields:shield_riot_enderio, Dark Steel Riot Shield
spartanshields:shield_riot_rftools, Infused Riot Shield
spartanshields:shield_flux_ra, Flux-Infused Shield
srparasites:ada_summoner_drop, Summoner Core
srparasites:ada_yelloweye_drop, Yelloweye Bone
srparasites:ada_manducater_drop, Manducater Orb
srparasites:ada_reeker_drop, Reeker Fang
srparasites:ada_longarms_drop, Longarm Armor Fragment
srparasites:ada_bolster_drop, Bolster Husk
srparasites:ada_arachnida_drop, Arachnida Claw
srparasites:ada_devourer_drop, Devourer Tentacle
srparasites:assimilated_flesh, Infected Flesh
srparasites:beckon_drop, Beckon Membrane
srparasites:dispatcher_drop, Dispatcher Membrane
srparasites:itemtab, NULL
srparasites:itemthrow, Quench
srparasites:evclock, Bloody Clock
srparasites:dried_tendons, Dried Tendons
srparasites:hardened_bone_handle, Hardened Bone Handle
srparasites:infectious_blade_fragment, Infectious Blade Fragment
srparasites:living_core, Living Core
srparasites:vile_shell, Vile Shell
srparasites:bone, Strange Bone
srparasites:lurecomponent1, Rupter Viscera
srparasites:lurecomponent2, Diseased Heart
srparasites:lurecomponent3, Altered Tendons
srparasites:lurecomponent4, Toxic Lung
srparasites:lurecomponent5, Noxious Brain
srparasites:lurecomponent6, Essential Segment
srparasites:itemmobspawner_dorpa, Spawn Assimilated Big Spider
srparasites:itemmobspawner_infbear, Spawn Assimilated Bear
srparasites:itemmobspawner_infhuman, Spawn Assimilated Human
srparasites:itemmobspawner_infhumanhead, Spawn Walking Head (Human)
srparasites:itemmobspawner_infenderman, Spawn Assimilated Enderman 
srparasites:itemmobspawner_infendermanhead, Spawn Walking Head (Enderman)
srparasites:itemmobspawner_infcow, Spawn Assimilated Cow
srparasites:itemmobspawner_infcowhead, Spawn Walking Head (Cow)
srparasites:itemmobspawner_infsheep, Spawn Assimilated Sheep
srparasites:itemmobspawner_infsheephead, Spawn Walking Head (Sheep)
srparasites:itemmobspawner_infwolf, Spawn Assimilated Wolf
srparasites:itemmobspawner_infwolfhead, Spawn Walking Head (Wolf)
srparasites:itemmobspawner_infpig, Spawn Assimilated Pig
srparasites:itemmobspawner_infpighead, Spawn Walking Head (Pig)
srparasites:itemmobspawner_infvillager, Spawn Assimilated Villager
srparasites:itemmobspawner_infvillagerhead, Spawn Walking Head (Villager)
srparasites:itemmobspawner_inhoos, Spawn Incomplete Form (Small)
srparasites:itemmobspawner_inhoom, Spawn Incomplete Form (Medium)
srparasites:itemmobspawner_infhorse, Spawn Assimilated Horse
srparasites:itemmobspawner_infhorsehead, Spawn Walking Head (Horse)
srparasites:itemmobspawner_infplayer, Spawn Assimilated Adventurer
srparasites:itemmobspawner_infplayerhead, Spawn Walking Head (Adventurer)
srparasites:itemmobspawner_infdragone, Spawn Assimilated Ender Dragon
srparasites:itemmobspawner_infdragonehead, Spawn Walking Head (Ender Dragon)
srparasites:itemmobspawner_host, Spawn Host
srparasites:itemmobspawner_hostii, Spawn Herd
srparasites:itemmobspawner_heed, Spawn Heed
srparasites:itemmobspawner_cruxa, Spawn Crux
srparasites:itemmobspawner_mes, Spawn Thrall
srparasites:itemmobspawner_lesh, Spawn Moving Flesh
srparasites:itemmobspawner_shyco, Spawn Primitive Longarms
srparasites:itemmobspawner_canra, Spawn Primitive Summoner
srparasites:itemmobspawner_nogla, Spawn Primitive Reeker
srparasites:itemmobspawner_hull, Spawn Primitive Manducater
srparasites:itemmobspawner_emana, Spawn Primitive Yelloweye
srparasites:itemmobspawner_bano, Spawn Primitive Bolster
srparasites:itemmobspawner_ranrac, Spawn Primitive Arachnida
srparasites:itemmobspawner_lum, Spawn Primitive Devourer
srparasites:itemmobspawner_shycoadapted, Spawn Adapted Longarms
srparasites:itemmobspawner_canraadapted, Spawn Adapted Summoner
srparasites:itemmobspawner_noglaadapted, Spawn Adapted Reeker
srparasites:itemmobspawner_hulladapted, Spawn Adapted Manducater
srparasites:itemmobspawner_emanaadapted, Spawn Adapted Yelloweye
srparasites:itemmobspawner_banoadapted, Spawn Adapted Bolster
srparasites:itemmobspawner_ranracadapted, Spawn Adapted Arachnida
srparasites:itemmobspawner_lodo, Spawn Buglin
srparasites:itemmobspawner_mudo, Spawn Rupter
srparasites:itemmobspawner_nuuh, Spawn Mangler
srparasites:itemmobspawner_rathol, Spawn Heavy Carrier
srparasites:itemmobspawner_buthol, Spawn Flying Carrier
srparasites:itemmobspawner_anged, Spawn Vigilante
srparasites:itemmobspawner_venkrol, Spawn Beckon Stage I
srparasites:itemmobspawner_venkrolsii, Spawn Beckon Stage II
srparasites:itemmobspawner_venkrolsiii, Spawn Beckon Stage III
srparasites:itemmobspawner_venkrolsiv, Spawn Beckon Stage IV
srparasites:itemmobspawner_tonro, Spawn Kyphosis
srparasites:itemmobspawner_unvo, Spawn Sentry 
srparasites:itemmobspawner_nak, Spawn Seizer
srparasites:itemmobspawner_dod, Spawn Dispatcher Stage I
srparasites:itemmobspawner_dodsii, Spawn Dispatcher Stage II
srparasites:itemmobspawner_dodsiii, Spawn Dispatcher Stage III
srparasites:itemmobspawner_dodsiv, Spawn Dispatcher Stage IV
srparasites:itemmobspawner_alafha, Spawn Overseer
srparasites:itemmobspawner_ganro, Spawn Warden
srparasites:itemmobspawner_omboo, Spawn Light Bomber
srparasites:itemmobspawner_esor, Spawn Marauder
srparasites:itemmobspawner_orch, Spawn Monarch 
srparasites:itemmobspawner_flog, Spawn Grunt
srparasites:itemmobspawner_jinjo, Spawn Heavy Bomber
srparasites:itemmobspawner_pheon, Spawn Haunter
srparasites:itemmobspawner_vesta, Spawn Colony Carrier
srparasites:itemmobspawner_lencia, Spawn Bogle
srparasites:itemmobspawner_elvia, Spawn Wraith
srparasites:itemmobspawner_oronco, Spawn Ancient Dreadnaut
srparasites:itemmobspawner_terla, Spawn Ancient Overlord
srparasites:itemmobspawner_pod, Spawn Pod
srparasites:weapon_scythe, Living Scythe
srparasites:weapon_scythe_sentient, Sentient Greatscythe
srparasites:weapon_axe, Living Axe
srparasites:weapon_axe_sentient, Sentient Greataxe
srparasites:weapon_sword, Living Sword
srparasites:weapon_sword_sentient, Sentient Greatsword
srparasites:weapon_cleaver, Living Cleaver
srparasites:weapon_cleaver_sentient, Sentient Greatcleaver
srparasites:weapon_bow, Living Bow
srparasites:weapon_bow_sentient, Sentient Greatbow
srparasites:armor_helm, Living Helm
srparasites:armor_chest, Living Chest
srparasites:armor_pants, Living Pants
srparasites:armor_boots, Living Boots
srparasites:armor_helm_sentient, Sentient Helm
srparasites:armor_chest_sentient, Sentient Chest
srparasites:armor_pants_sentient, Sentient Pants
srparasites:armor_boots_sentient, Sentient Boots
srparasites:infestedstain, Infested Dirt
srparasites:infestremain, Infested Residue
srparasites:infestedtrunk, Infested Log
srparasites:infestedrubble, Infested Stone
srparasites:infestedbush:0, Infested Veins
srparasites:infestedbush:1, Infested Veins
srparasites:infestedbush:2, Infested Veins
srparasites:infestedbush:3, Infested Veins
srparasites:infestedbush:4, Infested Veins
srparasites:infestedbush:5, Infested Veins
srparasites:biomeheart, Hive Core
srparasites:colonyheart, Parasitic Colony Core
srparasites:biomepurifier, Biome Purifier
srparasites:parasitebush:0, Capillary Net
srparasites:parasitebush:1, Nerve Ringlet
srparasites:parasitebush:2, Parasitic Vesicle
srparasites:parasitebush:3, Terminal Blinder
srparasites:parasitebush:4, Small Incisor
srparasites:parasitecanister:0, Bladder Sac
srparasites:parasitecanister:1, Vacuous Cyst
srparasites:parasitecanister:2, Grotesque Lump
srparasites:parasitecanister:3, Sac of Flesh
srparasites:parasitetrunk:0, Bruisewood Log
srparasites:parasitetrunk:1, Bruisewood Log
srparasites:parasitetrunk:2, Bruisewood Log
srparasites:parasitestain:0, Hivesoil
srparasites:parasitestain:1, Visceral Mud
srparasites:parasitestain:2, Flesh Chunk
srparasites:parasitestain:3, Compressed Arteries
srparasites:parasiterubble:0, Concentrated Flesh Chunk
srparasites:parasiterubble:1, Fortified Bone
srparasites:parasiterubble:2, Hivestone
srparasites:parasitestructure, Parasitic Colony Incomplete Structure
srparasites:parasitethin, Parasitic Thin Log
srparasites:parasitesapling:0, Veinwood Sapling
srparasites:parasitesapling:1, Eyesore Sapling
srparasites:parasitesapling:2, Darkwood Sapling
srparasites:parasitemouth, Maw
srparasites:parasiterubbledense:0, Compressed Hivestone
srparasites:parasiterubbledense:1, Reinforced Hivestone
srparasites:parasiterubbledense:2, Parasitic Compressed Colony Stone
srparasites:parasiterubble_bonestairs, Fortified Bone
srparasites:parasitestain_fleshstairs, Flesh Chunk
srparasites:parasiterubble_slabhalf:0, Fortified Bone
srparasites:parasitetendril, Parasitic Tendril
srparasites:parasitefog, Fog
srparasites:srpweb:0, Web
srparasites:srpweb:1, Web
srparasites:srpweb:2, Web
srparasites:evolutionlure:0, Lure (Weakened)
srparasites:evolutionlure:1, Lure (Faint)
srparasites:evolutionlure:2, Lure (Slender)
srparasites:evolutionlure:3, Lure (Stable)
srparasites:evolutionlure:4, Lure (Substantial)
srparasites:evolutionlure:5, Lure (Concentrated)
srparasites:evolutionlure:6, Lure (Concentrated+)
srparasites:evolutionlure:7, Lure (Concentrated++)
srparasites:tunnel, Tunnel
srparasites:gore:0, Assimilated Remains
srparasites:gore:1, Assimilated Remains
srparasites:gore:2, Primitive Remains
srparasites:gore:3, Primitive Remains
srparasites:gore:4, Adapted Remains
srparasites:gore:5, Adapted Remains
srparasites:gore:6, Pure Remains
srparasites:gore:7, Pure Remains
srparasites:gore:8, Assimilated Remains
srparasites:gore:9, Primitive Remains
srparasites:gore:10, Adapted Remains
srparasites:gore:11, Pure Remains
srparasites:canisteractive, Gluttonous Cyst
srparasites:dispatchern, Dispatcher Nidus
bq_standard:loot_chest, Loot Chest
switchbow:arrowdispenser, Arrow-Dispenser
switchbow:podest, Pedestal
switchbow:switchbow, Switch-Bow
switchbow:switchcrossbow, Switch-Crossbow
switchbow:quiver, Quiver
switchbow:magicquiver, Big-Quiver
switchbow:lovepotion, Love-Potion
switchbow:arrowlightningbolt, Lightning-Arrow
switchbow:arrowtnt, TNT-Arrow
switchbow:arrowfrost, Frost-Arrow
switchbow:arrowair, Air-Arrow
switchbow:arrowenderperle, Teleport-Arrow
switchbow:arrowvampier, Vampire-Arrow
switchbow:arrowwither, Wither-Arrow
switchbow:arrowtorch, Torch-Arrow
switchbow:arrowsplit, Sliver-Arrow
switchbow:arrowunderwater, Underwater-Arrow
switchbow:arrowdiamond, Reinforced Arrow
switchbow:arrowlove, Love-Arrow
switchbow:arrowfire, Fire-Arrow
switchbow:arrowbone, Bone-Arrow
switchbow:arrowfirework, Rocket-Arrow
switchbow:arrowsplitlove, Love-Arrow (AOE)
switchbow:arrowluck, Luck-Arrow
switchbow:arrowredstone, Redstone-Arrow
switchbow:arrowburial, Burial-Arrow
switchbow:arrowchorus, Chorus-Arrow
switchbow:arrowsprinkler, Sprinkler-Arrow
switchbow:arrowdragonbreath, Dragon-Arrow
switchbow:arrowtriple, Triple-Arrow
switchbow:arrowprotector, Protector-Arrow
switchbow:arrowknockback, Knockback-Arrow
switchbow:arrowbouncy, Bouncy-Arrow
switchbow:arrowofthesearcher, Arrow of the Searcher
switchbow:arrowpiercing, Piercing-Arrow
switchbow:arrowlightningboltstorm, Lightningstorm-Arrow
switchbow:arrowboneaoe, Bone-Arrow(AOE)
switchbow:arrowsplitupgrade, Transforming Sliver-Arrow
switchbow:arrowburialaoe, Burial-Arrow(AOE)
switchbow:arrowfireupgrade, FireStorm-Arrow
switchbow:arrowluckupgrade, Transforming Luck-Arrow
switchbow:arrowairupgrade, Air-Arrow(AOE)
switchbow:arrowsplitloveupgrade, Transforming Love-Arrow(AOE)
toolbelt:belt, Tool Belt
toolbelt:pouch, Belt Pouch
waystones:waystone, Waystone
waystones:return_scroll, Return Scroll
waystones:bound_scroll, Bound Scroll
waystones:warp_scroll, Warp Scroll
waystones:warp_stone, Warp Stone
xpbook:xp_book, XP Tome
armorunder:mod_icon, Icon
armorunder:cooling_goo, Cooling Goo
armorunder:heating_goo, Heating Goo
armorunder:cool_liner_material, Cooling Liner Material
armorunder:warm_liner_material, Warming Liner Material
armorunder:liner_snips, Liner Snips
armorunder:cool_boots_liner, Boots Cool Liner
armorunder:cool_chestplate_liner, Chestplate Cool Liner
armorunder:cool_helmet_liner, Helmet Cool Liner
armorunder:cool_leggings_liner, Leggings Cool Liner
armorunder:warm_boots_liner, Boots Warm Liner
armorunder:warm_chestplate_liner, Chestplate Warm Liner
armorunder:warm_helmet_liner, Helmet Warm Liner
armorunder:warm_leggings_liner, Leggings Warm Liner
armorunder:goopak_cool, Goopak Cool
armorunder:goopak_heat, Goopak Heat
armorunder:goopak_spent, Used Goopak
armorunder:flipflop_goo, Flip Flop Goo
armorunder:flipflop_liner_material, Ozzy Liner Material
armorunder:auto_chestplate_liner, Ozzy Chestplate Liner
armorunder:auto_leggings_liner, Ozzy Leggings Liner
base:wrench, Wrench
mujmajnkraftsbettersurvival:itemcrossbow, Crossbow
mujmajnkraftsbettersurvival:itemsmallshield, Round Shield
mujmajnkraftsbettersurvival:itembigshield, Big Shield
mujmajnkraftsbettersurvival:itemwoodhammer, Wooden Hammer
mujmajnkraftsbettersurvival:itemwoodspear, Wooden Spear
mujmajnkraftsbettersurvival:itemwooddagger, Wooden Dagger
mujmajnkraftsbettersurvival:itemwoodbattleaxe, Wooden Battle Axe
mujmajnkraftsbettersurvival:itemwoodnunchaku, Wooden Nunchaku
mujmajnkraftsbettersurvival:itemstonehammer, Stone Hammer
mujmajnkraftsbettersurvival:itemstonespear, Stone Spear
mujmajnkraftsbettersurvival:itemstonedagger, Stone Dagger
mujmajnkraftsbettersurvival:itemstonebattleaxe, Stone Battle Axe
mujmajnkraftsbettersurvival:itemstonenunchaku, Stone Nunchaku
mujmajnkraftsbettersurvival:itemironhammer, Iron Hammer
mujmajnkraftsbettersurvival:itemironspear, Iron Spear
mujmajnkraftsbettersurvival:itemirondagger, Iron Dagger
mujmajnkraftsbettersurvival:itemironbattleaxe, Iron Battle Axe
mujmajnkraftsbettersurvival:itemironnunchaku, Iron Nunchaku
mujmajnkraftsbettersurvival:itemdiamondhammer, Diamond Hammer
mujmajnkraftsbettersurvival:itemdiamondspear, Diamond Spear
mujmajnkraftsbettersurvival:itemdiamonddagger, Diamond Dagger
mujmajnkraftsbettersurvival:itemdiamondbattleaxe, Diamond Battle Axe
mujmajnkraftsbettersurvival:itemdiamondnunchaku, Diamond Nunchaku
mujmajnkraftsbettersurvival:itemgoldhammer, Golden Hammer
mujmajnkraftsbettersurvival:itemgoldspear, Golden Spear
mujmajnkraftsbettersurvival:itemgolddagger, Golden Dagger
mujmajnkraftsbettersurvival:itemgoldbattleaxe, Golden Battle Axe
mujmajnkraftsbettersurvival:itemgoldnunchaku, Golden Nunchaku
mujmajnkraftsbettersurvival:itemcopperhammer, Copper Hammer
mujmajnkraftsbettersurvival:itemcopperspear, Copper Spear
mujmajnkraftsbettersurvival:itemcopperdagger, Copper Dagger
mujmajnkraftsbettersurvival:itemcopperbattleaxe, Copper Battle Axe
mujmajnkraftsbettersurvival:itemcoppernunchaku, Copper Nunchaku
mujmajnkraftsbettersurvival:itembronzehammer, Bronze Hammer
mujmajnkraftsbettersurvival:itembronzespear, Bronze Spear
mujmajnkraftsbettersurvival:itembronzedagger, Bronze Dagger
mujmajnkraftsbettersurvival:itembronzebattleaxe, Bronze Battle Axe
mujmajnkraftsbettersurvival:itembronzenunchaku, Bronze Nunchaku
mujmajnkraftsbettersurvival:iteminvarhammer, Invar Hammer
mujmajnkraftsbettersurvival:iteminvarspear, Invar Spear
mujmajnkraftsbettersurvival:iteminvardagger, Invar Dagger
mujmajnkraftsbettersurvival:iteminvarbattleaxe, Invar Battle Axe
mujmajnkraftsbettersurvival:iteminvarnunchaku, Invar Nunchaku
mujmajnkraftsbettersurvival:itemelectrumhammer, Electrum Hammer
mujmajnkraftsbettersurvival:itemelectrumspear, Electrum Spear
mujmajnkraftsbettersurvival:itemelectrumdagger, Electrum Dagger
mujmajnkraftsbettersurvival:itemelectrumbattleaxe, Electrum Battle Axe
mujmajnkraftsbettersurvival:itemelectrumnunchaku, Electrum Nunchaku
mujmajnkraftsbettersurvival:itemaluminiumhammer, Aluminium Hammer
mujmajnkraftsbettersurvival:itemaluminiumspear, Aluminium Spear
mujmajnkraftsbettersurvival:itemaluminiumdagger, Aluminium Dagger
mujmajnkraftsbettersurvival:itemaluminiumbattleaxe, Aluminium Battle Axe
mujmajnkraftsbettersurvival:itemaluminiumnunchaku, Aluminium Nunchaku
mujmajnkraftsbettersurvival:itemsteelhammer, Steel Hammer
mujmajnkraftsbettersurvival:itemsteelspear, Steel Spear
mujmajnkraftsbettersurvival:itemsteeldagger, Steel Dagger
mujmajnkraftsbettersurvival:itemsteelbattleaxe, Steel Battle Axe
mujmajnkraftsbettersurvival:itemsteelnunchaku, Steel Nunchaku
mujmajnkraftsbettersurvival:itemsignalumhammer, Signalum Hammer
mujmajnkraftsbettersurvival:itemsignalumspear, Signalum Spear
mujmajnkraftsbettersurvival:itemsignalumdagger, Signalum Dagger
mujmajnkraftsbettersurvival:itemsignalumbattleaxe, Signalum Battle Axe
mujmajnkraftsbettersurvival:itemsignalumnunchaku, Signalum Nunchaku
mujmajnkraftsbettersurvival:itemlumiumhammer, Lumium Hammer
mujmajnkraftsbettersurvival:itemlumiumspear, Lumium Spear
mujmajnkraftsbettersurvival:itemlumiumdagger, Lumium Dagger
mujmajnkraftsbettersurvival:itemlumiumbattleaxe, Lumium Battle Axe
mujmajnkraftsbettersurvival:itemlumiumnunchaku, Lumium Nunchaku
mujmajnkraftsbettersurvival:itemenderiumhammer, Enderium Hammer
mujmajnkraftsbettersurvival:itemenderiumspear, Enderium Spear
mujmajnkraftsbettersurvival:itemenderiumdagger, Enderium Dagger
mujmajnkraftsbettersurvival:itemenderiumbattleaxe, Enderium Battle Axe
mujmajnkraftsbettersurvival:itemenderiumnunchaku, Enderium Nunchaku
mujmajnkraftsbettersurvival:itemsilverhammer, Silver Hammer
mujmajnkraftsbettersurvival:itemsilverspear, Silver Spear
mujmajnkraftsbettersurvival:itemsilverdagger, Silver Dagger
mujmajnkraftsbettersurvival:itemsilverbattleaxe, Silver Battle Axe
mujmajnkraftsbettersurvival:itemsilvernunchaku, Silver Nunchaku
mujmajnkraftsbettersurvival:itemdragonbonehammer, Dragon Bone Hammer
mujmajnkraftsbettersurvival:itemdragonbonespear, Dragon Bone Spear
mujmajnkraftsbettersurvival:itemdragonbonedagger, Dragon Bone Dagger
mujmajnkraftsbettersurvival:itemdragonbonebattleaxe, Dragon Bone Battle Axe
mujmajnkraftsbettersurvival:itemdragonbonenunchaku, Dragon Bone Nunchaku
mujmajnkraftsbettersurvival:itemfiredragonbonehammer, Flamed Dragon Bone Hammer
mujmajnkraftsbettersurvival:itemfiredragonbonespear, Flamed Dragon Bone Spear
mujmajnkraftsbettersurvival:itemfiredragonbonedagger, Flamed Dragon Bone Dagger
mujmajnkraftsbettersurvival:itemfiredragonbonebattleaxe, Flamed Dragon Bone Battle Axe
mujmajnkraftsbettersurvival:itemfiredragonbonenunchaku, Flamed Dragon Bone Nunchaku
mujmajnkraftsbettersurvival:itemicedragonbonehammer, Iced Dragon Bone Hammer
mujmajnkraftsbettersurvival:itemicedragonbonespear, Iced Dragon Bone Spear
mujmajnkraftsbettersurvival:itemicedragonbonedagger, Iced Dragon Bone Dagger
mujmajnkraftsbettersurvival:itemicedragonbonebattleaxe, Iced Dragon Bone Battle Axe
mujmajnkraftsbettersurvival:itemicedragonbonenunchaku, Iced Dragon Bone Nunchaku
mujmajnkraftsbettersurvival:itemjunglechitinhammer, Jungle Myrmex Chitin Hammer
mujmajnkraftsbettersurvival:itemjunglechitinspear, Jungle Myrmex Chitin Spear
mujmajnkraftsbettersurvival:itemjunglechitindagger, Jungle Myrmex Chitin Dagger
mujmajnkraftsbettersurvival:itemjunglechitinbattleaxe, Jungle Myrmex Chitin Battle Axe
mujmajnkraftsbettersurvival:itemjunglechitinnunchaku, Jungle Myrmex Chitin Nunchaku
mujmajnkraftsbettersurvival:itemdesertchitinhammer, Desert Myrmex Chitin Hammer
mujmajnkraftsbettersurvival:itemdesertchitinspear, Desert Myrmex Chitin Spear
mujmajnkraftsbettersurvival:itemdesertchitindagger, Desert Myrmex Chitin Dagger
mujmajnkraftsbettersurvival:itemdesertchitinbattleaxe, Desert Myrmex Chitin Battle Axe
mujmajnkraftsbettersurvival:itemdesertchitinnunchaku, Desert Myrmex Chitin Nunchaku
lycanitesmobs:shadowstonebrick_stairs, Shadowstone Brick Stairs
lycanitesmobs:ashenstone_slab:0, Ashenstone Slab
lycanitesmobs:whirlwindcharge, Whirlwind Charge
lycanitesmobs:searing_taco, Searing Taco
lycanitesmobs:cooked_ika_meat, Cooked Ika Meat
lycanitesmobs:cooked_chupacabra_meat, Cooked Chupacabra Meat
lycanitesmobs:undeadspawn:0, Spawn Undead: Wendigo
lycanitesmobs:undeadspawn:0, Spawn Undead: Amalgalich
lycanitesmobs:undeadspawn:0, Spawn Undead: Geist
lycanitesmobs:undeadspawn:0, Spawn Undead: Necrovore
lycanitesmobs:undeadspawn:0, Spawn Undead: Ghoul
lycanitesmobs:undeadspawn:0, Spawn Undead: Cryptkeeper
lycanitesmobs:undeadspawn:0, Spawn Undead: Reaper
lycanitesmobs:shadowstonetile_stairs, Shadowstone Tile Stairs
lycanitesmobs:shadowstonebrick_fence, Shadowstone Brick Fence
lycanitesmobs:bruchaquill, Quillbeast (Brucha) Quill
lycanitesmobs:geonachspear, Geonach Spear
lycanitesmobs:soul_contract,  Soul Contract
lycanitesmobs:frostweb, Frostweb
lycanitesmobs:seashell_maki, Seashell Maki
lycanitesmobs:impspawn:0, Spawn Imp: Gnekk
lycanitesmobs:impspawn:0, Spawn Imp: Pixen
lycanitesmobs:impspawn:0, Spawn Imp: Clink
lycanitesmobs:impspawn:0, Spawn Imp: Arix
